dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223 -1.41255583  0.92519264
   0.75992934  0.52763624  0.78367175  0.66060918  0.87117353  0.34275723
   0.67039772  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839  0.78627466
   0.0587681   1.50373684  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203 -1.27943882 -0.76969248 -0.60241164 -0.57253291]]","{'f_32': ['<-0.24892309308052063'], 'f_20': ['>=-0.8210033923387527'], 'f_33': ['<0.26476386189460754']}",{},{},"{'f_32': ['<-0.25029709190130234'], 'f_33': ['<0.36820949614048004', '< 0.9825812413311658 * f_20+0.12666428277745798']}","{'f_32': ['== -1.279438820877996'], 'f_17': ['== -0.6748136084824498'], 'f_33': ['== -0.7696924757490383']}","{'f_32': ['<-0.368628591299057'], 'f_20': ['>=-1.1884773969650269'], 'f_33': ['<0.8672296404838562']}","{'f_32': ['<=-1.28'], 'f_17': ['<=-0.67'], 'f_33': ['<=-0.77'], 'f_14': ['<=-0.15'], 'f_35': ['<=-0.57'], 'f_20': ['<=0.47'], 'f_27': ['<=0.02'], 'f_26': ['<=0.24'], 'f_24': ['<=0.06'], 'f_18': ['<=0.09'], 'f_9': ['>-1.51'], 'f_4': ['<=-1.41']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223 -1.41255583 -1.08085599
  -1.31591183  0.52763624  0.78367175  0.66060918  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839  0.78627466
   0.0587681   1.50373684  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164  1.74662448]]","{'f_9': ['>=-0.4265725910663605'], 'f_32': ['>=-0.24892309308052063']}",{},{},"{'f_9': ['>=-0.5352907478809357'], 'f_34': ['<0.2294905185699463'], 'f_32': ['>=-0.2503347471356392']}","{'f_9': ['== 0.6606091843003894'], 'f_32': ['== 0.7815926667863563'], 'f_5': ['== -1.080855985220497']}","{'f_9': ['>=-0.5966737568378448'], 'f_32': ['>=-0.13938754051923752'], 'f_5': ['<0.7505677342414856']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_5': ['<=-1.08'], 'f_6': ['<=-1.32']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223 -1.41255583 -1.08085599
  -1.31591183  0.52763624 -1.27604446  0.66060918  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613 -1.99843689  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203 -1.27943882 -0.76969248 -0.60241164 -0.57253291]]","{'f_32': ['<-0.24892309308052063'], 'f_33': ['<0.26476386189460754']}",{},{},"{'f_32': ['<-0.24892308562994003'], 'f_33': ['< -0.9978588061725928 * f_6+0.9829134528679985']}","{'f_32': ['<0.6745131015777588'], 'f_20': ['== 0.4728461281954939'], 'f_14': ['<1.9540349841117859'], 'f_17': ['<1.3911581635475159']}","{'f_32': ['<0.47160498797893524'], 'f_20': ['>=-0.6915370225906372']}","{'f_32': ['<=-1.28'], 'f_6': ['<=-1.32'], 'f_9': ['>-1.51'], 'f_25': ['<=-0.67']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662  0.92519264
  -1.31591183 -1.89524511 -1.27604446  0.66060918 -1.14787694 -2.91751688
   0.67039772  0.06866949  2.05615754  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613 -1.99843689  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248  1.65999448 -0.57253291]]","{'f_32': ['>=-0.24892309308052063'], 'f_14': ['>=0.9513358622789383'], 'f_9': ['>=-0.4265725910663605'], 'f_34': ['>=0.5287914276123047']}",{},{},"{'f_9': ['>=-0.4747168570756912'], 'f_32': ['>=-0.29455801099538803'], 'f_14': ['>=0.9513358175754547']}","{'f_32': ['== 0.7815926667863563'], 'f_5': ['== 0.9251926377555241'], 'f_20': ['== 0.4728461281954939'], 'f_14': ['== 2.056157543358008'], 'f_9': ['== 0.6606091843003894'], 'f_34': ['== 1.6599944784923824']}","{'f_9': ['>=-0.41538263857364655'], 'f_32': ['>=-0.2712027281522751'], 'f_14': ['>=1.2492761611938477']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_14': ['>-0.15'], 'f_10': ['<=-1.15']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035 -3.63379202  0.19751381  0.33472223  0.70793662  0.92519264
   0.75992934  0.52763624  0.78367175  0.66060918  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925  1.48189068
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267  1.29922018 -0.60241164  1.74662448]]","{'f_9': ['>=-0.4265725910663605'], 'f_34': ['<0.5287914276123047'], 'f_32': ['>=-0.24892309308052063']}",{},{},"{'f_9': ['>=-0.4277620315551758'], 'f_1': ['<0.17203590273857117']}","{'f_32': ['>=0.6150317341089249'], 'f_20': ['== 0.4728461281954939'], 'f_9': ['>=0.6497959196567535'], 'f_34': ['<0.5287914276123047']}","{'f_23': ['>=-1.4332595467567444'], 'f_32': ['>=-0.923631489276886'], 'f_9': ['<1.3921865224838257', '>=0.00017243623733520508']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_35': ['>-0.57'], 'f_17': ['>-0.67']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662  0.92519264
  -1.31591183 -1.89524511 -1.27604446 -1.51375431  0.87117353  0.34275723
   0.67039772  0.06866949 -0.15348587 -4.41442856  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613 -1.99843689  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203 -1.27943882  1.29922018 -0.60241164  1.74662448]]","{'f_32': ['<-0.24892309308052063'], 'f_20': ['>=-0.8210033923387527']}",{},{},"{'f_9': ['<-0.42537258565425873'], 'f_20': ['>=-0.6054551750421524']}","{'f_32': ['<0.7553978562355042'], 'f_20': ['== 0.4728461281954939'], 'f_6': ['<0.6639906764030457'], 'f_33': ['>=1.2667080760002136']}","{'f_32': ['<-0.12685275077819824'], 'f_20': ['>=-0.8370639383792877']}","{'f_9': ['<=-1.51'], 'f_6': ['<=-1.32'], 'f_33': ['>-0.77'], 'f_17': ['<=-0.67']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
   0.75992934  0.52763624  0.78367175 -1.51375431  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681   1.50373684  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164 -0.57253291]]","{'f_9': ['<-0.4265725910663605'], 'f_20': ['>=-0.8210033923387527']}",{},{},"{'f_9': ['<-0.45447809994220734'], 'f_20': ['>=-0.8210033923387527']}","{'f_9': ['<0.4815983474254608'], 'f_20': ['== 0.4728461281954939']}","{'f_9': ['<-0.4331546574831009'], 'f_20': ['>=-0.8768612742424011']}","{'f_9': ['<=-1.51'], 'f_12': ['<=-1.49'], 'f_35': ['<=-0.57'], 'f_32': ['<=0.78'], 'f_22': ['<=0.25'], 'f_5': ['<=-1.08'], 'f_27': ['<=0.02'], 'f_14': ['<=-0.15'], 'f_17': ['<=-0.67'], 'f_19': ['<=0.42'], 'f_24': ['<=0.06'], 'f_21': ['<=0.50'], 'f_2': ['<=0.20'], 'f_23': ['<=0.79'], 'f_13': ['<=0.07'], 'f_16': ['<=0.18'], 'f_20': ['<=0.47'], 'f_18': ['<=0.09'], 'f_34': ['<=1.66'], 'f_10': ['<=0.87'], 'f_0': ['<=0.35'], 'f_11': ['<=0.34'], 'f_28': ['<=0.12'], 'f_25': ['<=1.50']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223 -1.41255583 -1.08085599
  -1.31591183 -1.89524511 -1.27604446  0.66060918  0.87117353  0.34275723
   0.67039772  0.06866949 -0.15348587  0.22652989  0.17691925  1.48189068
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267  1.29922018 -0.60241164  1.74662448]]","{'f_9': ['>=-0.4265725910663605'], 'f_34': ['<0.5287914276123047'], 'f_32': ['>=-0.24892309308052063']}",{},{},"{'f_10': ['>=0.2732115834951401'], 'f_32': ['>=-0.24892307817935944'], 'f_9': ['>=-0.4746343195438385']}","{'f_32': ['== 0.7815926667863563'], 'f_14': ['== -0.15348586907379907'], 'f_9': ['== 0.6606091843003894'], 'f_34': ['== -0.6024116423014999']}","{'f_32': ['>=-0.2390097826719284'], 'f_26': ['<0.9229432642459869'], 'f_9': ['>=-0.5489500015974045'], 'f_34': ['<2.049505650997162']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_5': ['<=-1.08'], 'f_23': ['<=-1.27']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
   0.75992934  0.52763624 -1.27604446  0.66060918  0.87117353 -2.91751688
   0.67039772  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613 -1.99843689  0.24644839  0.78627466
   0.0587681   1.50373684  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164 -0.57253291]]","{'f_9': ['>=-0.4265725910663605'], 'f_32': ['>=-0.24892309308052063']}",{},{},"{'f_32': ['>=-0.24892307072877884'], 'f_9': ['>=-0.46682755649089813'], 'f_34': ['< -1.0760047524471987 * f_5+1.673681621991671'], 'f_35': ['<1.187453269958496']}","{'f_32': ['>=0.7671665549278259'], 'f_20': ['== 0.4728461281954939'], 'f_9': ['>=0.5678209811449051'], 'f_34': ['<0.5287914276123047']}","{'f_32': ['>=-0.17292653024196625'], 'f_9': ['>=-0.43750910460948944'], 'f_34': ['<1.57181054353714'], 'f_31': ['>=-3.0097959637641907']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_5': ['<=-1.08'], 'f_25': ['>-0.67']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223 -1.41255583 -1.08085599
  -1.31591183  0.52763624  0.78367175  0.66060918  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164 -0.57253291]]","{'f_10': ['>=-0.13835173845291138'], 'f_32': ['>=-0.24892309308052063'], 'f_9': ['>=-0.4265725910663605']}",{},{},"{'f_9': ['>=-0.4370502531528473'], 'f_32': ['>=-0.24892308562994003'], 'f_5': ['<0.9124801754951477']}","{'f_9': ['== 0.6606091843003894'], 'f_34': ['== -0.6024116423014999'], 'f_32': ['== 0.7815926667863563']}","{'f_9': ['>=-0.4020739644765854'], 'f_34': ['<0.9091659486293793'], 'f_32': ['>=-0.4307411313056946']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_5': ['<=-1.08'], 'f_23': ['<=-1.27']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
   0.75992934  0.52763624  0.78367175  0.66060918 -1.14787694  0.34275723
   0.67039772  0.06866949  2.05615754  0.22652989  0.17691925  1.48189068
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
  -2.15792427  0.24068203  0.78159267  1.29922018  1.65999448 -0.57253291]]","{'f_9': ['>=-0.4265725910663605'], 'f_32': ['>=-0.24892309308052063'], 'f_5': ['<-0.07783165574073792']}",{},{},"{'f_9': ['>=-0.504228413105011'], 'f_32': ['>=-0.3225313499569893'], 'f_14': ['>=-0.12176072970032692']}","{'f_32': ['>=-0.24892309308052063'], 'f_5': ['<-1.0629703998565674'], 'f_9': ['>=0.6305847465991974'], 'f_34': ['>=-0.5801626741886139']}","{'f_9': ['>=-0.4384699761867523'], 'f_32': ['>=-0.30425580218434334'], 'f_5': ['<0.45551469922065735']}","{'f_9': ['>-1.51'], 'f_14': ['>-0.15'], 'f_6': ['>-1.32'], 'f_10': ['<=-1.15']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223 -1.41255583  0.92519264
  -1.31591183  0.52763624  0.78367175  0.66060918 -1.14787694  0.34275723
   0.67039772  0.06866949 -2.36312928  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164 -0.57253291]]","{'f_32': ['>=-0.24892309308052063'], 'f_14': ['<-1.258307620882988'], 'f_9': ['>=-0.4265725910663605'], 'f_0': ['>=-1.2326931208372116'], 'f_34': ['<0.5287914276123047']}",{},{},"{'f_5': ['>=-0.07783167529851198'], 'f_20': ['>=-0.8210033774375916'], 'f_14': ['<-1.2555246353149414'], 'f_17': ['<0.4035385251045227'], 'f_10': ['<-0.1383517049252987'], 'f_0': ['>=-0.814592644572258']}","{'f_32': ['== 0.7815926667863563'], 'f_14': ['<-2.246577024459839'], 'f_9': ['== 0.6606091843003894'], 'f_34': ['== -0.6024116423014999'], 'f_4': ['<-0.35230958461761475']}","{'f_5': ['>=-0.041141318157315254'], 'f_20': ['>=-1.3493102192878723'], 'f_14': ['<-1.0525698065757751'], 'f_17': ['<-0.6483780443668365'], 'f_10': ['<0.12318800762295723'], 'f_0': ['<1.4962244033813477', '>=-1.1659125089645386'], 'f_25': ['<0.9730861186981201']}","{'f_17': ['<=-0.67'], 'f_6': ['<=-1.32'], 'f_5': ['>-1.08'], 'f_14': ['<=-0.15'], 'f_11': ['<=0.34'], 'f_22': ['<=0.25'], 'f_25': ['<=-0.67']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662  0.92519264
   0.75992934  0.52763624  0.78367175  0.66060918 -1.14787694  0.34275723
   0.67039772  0.06866949  2.05615754  0.22652989  0.17691925  1.48189068
   0.0905643  -2.37291074 -2.11485289  0.50039108  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
  -2.15792427  0.24068203  0.78159267  1.29922018 -0.60241164 -0.57253291]]",{'f_20': ['<-0.8210033923387527']},{},{},{'f_20': ['<-0.8195297420024872']},{'f_20': ['<0.4278872162103653']},{'f_20': ['<-0.396120548248291']},"{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_34': ['<=-0.60'], 'f_14': ['>-0.15']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
  -1.31591183 -1.89524511 -1.27604446  0.66060918  0.87117353  0.34275723
   0.67039772  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839  0.78627466
   0.0587681   1.50373684  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203 -1.27943882  1.29922018 -0.60241164 -0.57253291]]","{'f_9': ['>=-0.4265725910663605'], 'f_32': ['<-0.24892309308052063'], 'f_8': ['<-0.24618637561798096']}",{},{},"{'f_32': ['<-0.2502825930714607'], 'f_20': ['>=-0.9503883421421051'], 'f_6': ['< -0.7625598580210838 * f_7+0.7086463074077949']}","{'f_32': ['== -1.279438820877996'], 'f_20': ['== 0.4728461281954939'], 'f_6': ['== -1.3159118251706423']}","{'f_32': ['<-0.21229995042085648'], 'f_20': ['>=-1.2738347500562668']}","{'f_32': ['<=-1.28'], 'f_6': ['<=-1.32'], 'f_9': ['>-1.51']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381 -2.98755181 -1.41255583 -1.08085599
   0.75992934  0.52763624  0.78367175  0.66060918  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925  1.48189068
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203 -1.27943882  1.29922018 -0.60241164  1.74662448]]","{'f_3': ['<-1.3264148533344269'], 'f_32': ['<-0.24892309308052063'], 'f_20': ['>=-0.8210033923387527'], 'f_6': ['>=-0.2779912054538727'], 'f_33': ['>=0.26476386189460754']}",{},{},"{'f_3': ['<-1.3285834193229675'], 'f_32': ['<-0.250268392264843'], 'f_20': ['>=-0.8210033923387527']}","{'f_32': ['<-1.2767646312713623'], 'f_5': ['<-0.07783165574073792'], 'f_20': ['>=0.22166450321674347'], 'f_23': ['<-0.24277275800704956'], 'f_6': ['>=-0.2779912054538727'], 'f_33': ['>=0.26476386189460754']}","{'f_3': ['<-1.036166250705719'], 'f_32': ['<-0.04633547365665436'], 'f_20': ['>=-0.6490462422370911']}","{'f_32': ['<=-1.28'], 'f_25': ['<=-0.67'], 'f_12': ['<=-1.49'], 'f_22': ['<=0.25'], 'f_9': ['>-1.51'], 'f_13': ['<=0.07'], 'f_14': ['<=-0.15'], 'f_4': ['<=-1.41']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
  -1.31591183 -1.89524511 -1.27604446  0.66060918 -1.14787694  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613 -1.99843689  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164 -0.57253291]]","{'f_9': ['>=-0.4265725910663605'], 'f_32': ['>=-0.24892309308052063'], 'f_5': ['<-0.07783165574073792']}",{},{},"{'f_9': ['>=-0.4265725612640381'], 'f_32': ['>=0.6965969800949097'], 'f_5': ['<0.8340086042881012']}","{'f_9': ['== 0.6606091843003894'], 'f_34': ['== -0.6024116423014999'], 'f_32': ['== 0.7815926667863563']}","{'f_9': ['>=-0.4611079692840576'], 'f_32': ['>=-0.2572650834918022']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_5': ['<=-1.08'], 'f_12': ['<=-1.49']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035 -3.63379202  0.19751381  0.33472223  0.70793662  0.92519264
   0.75992934  0.52763624  0.78367175 -1.51375431 -1.14787694  0.34275723
   0.67039772  0.06866949 -0.15348587 -4.41442856  0.17691925 -0.67481361
   0.0905643  -2.37291074  0.47284613  0.50039108  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
  -2.15792427  0.24068203 -1.27943882 -0.76969248  1.65999448 -0.57253291]]","{'f_32': ['<-0.24892309308052063'], 'f_20': ['>=-0.8210033923387527'], 'f_17': ['<0.4035385251045227']}",{},{},"{'f_9': ['<-0.2152303196489811'], 'f_20': ['>=-0.8210034072399139']}","{'f_9': ['== -1.5137543100601094'], 'f_20': ['== 0.4728461281954939']}","{'f_32': ['<0.25089897215366364'], 'f_20': ['>=-0.9545218646526337']}","{'f_9': ['<=-1.51'], 'f_17': ['<=-0.67'], 'f_34': ['>-0.60'], 'f_14': ['<=-0.15'], 'f_8': ['>-1.28'], 'f_6': ['>-1.32']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
   0.75992934  0.52763624  0.78367175  0.66060918 -1.14787694  0.34275723
   0.67039772  0.06866949  2.05615754  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
  -2.15792427  0.24068203  0.78159267 -0.76969248 -0.60241164 -0.57253291]]","{'f_9': ['>=-0.4265725910663605'], 'f_34': ['<0.5287914276123047'], 'f_32': ['>=-0.24892309308052063']}",{},{},"{'f_9': ['>=-0.5171710550785065'], 'f_14': ['< 5.301360851980314 * f_32+4.230516855190338', '>=-0.08697475679218769']}","{'f_32': ['== 0.7815926667863563'], 'f_9': ['== 0.6606091843003894'], 'f_34': ['== -0.6024116423014999'], 'f_30': ['== -2.1579242730321897']}","{'f_9': ['>=-0.3693464919924736'], 'f_32': ['>=-0.713730126619339'], 'f_5': ['<1.4363884329795837']}","{'f_32': ['>-1.28'], 'f_9': ['>-1.51'], 'f_5': ['<=-1.08'], 'f_23': ['<=-1.27']}"
kr-vs-kp,./data/numerical_only/balanced,"[[-2.81999662  0.27519462 -5.06293722  0.33472223  0.70793662 -1.08085599
   0.75992934  0.52763624  0.78367175  0.66060918 -1.14787694  0.34275723
   0.67039772  0.06866949 -0.15348587  0.22652989  0.17691925  1.48189068
   0.0905643   0.42142335  0.47284613  0.50039108  0.24644839 -1.2718202
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
  -2.15792427  0.24068203 -1.27943882  1.29922018  1.65999448 -0.57253291]]","{'f_32': ['<-0.24892309308052063'], 'f_5': ['<-0.07783165574073792'], 'f_20': ['>=-0.8210033923387527'], 'f_10': ['<-0.13835173845291138'], 'f_6': ['>=-0.2779912054538727'], 'f_9': ['>=-0.4265725910663605'], 'f_1': ['>=-1.6792986541986465']}",{},{},{},"{'f_32': ['<-0.6852449849247932'], 'f_20': ['>=0.21813859418034554'], 'f_34': ['>=0.5287914276123047'], 'f_33': ['>=0.26476386189460754']}","{'f_32': ['<-0.2346557229757309'], 'f_5': ['<-0.1200274545699358'], 'f_20': ['>=-0.7485258281230927'], 'f_0': ['<-0.42568911612033844']}","{'f_32': ['<=-1.28'], 'f_34': ['>-0.60'], 'f_14': ['<=-0.15'], 'f_4': ['>-1.41 ', ' <= 0.71'], 'f_10': ['<=0.87'], 'f_22': ['<=0.25'], 'f_3': ['<=0.33'], 'f_12': ['<=0.67'], 'f_0': ['<=0.35'], 'f_19': ['<=0.42'], 'f_35': ['<=-0.57'], 'f_23': ['<=0.79'], 'f_11': ['<=0.34'], 'f_29': ['<=0.21'], 'f_26': ['<=0.24'], 'f_7': ['<=0.53'], 'f_17': ['<=1.48'], 'f_6': ['<=0.76'], 'f_25': ['<=-0.67'], 'f_13': ['<=0.07'], 'f_5': ['<=0.93'], 'f_27': ['<=0.02'], 'f_9': ['<=0.66'], 'f_33': ['<=1.30']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662 -1.08085599
   0.75992934  0.52763624  0.78367175 -1.51375431  0.87117353  0.34275723
   0.67039772  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335 -2.11485289  0.50039108  0.24644839  0.78627466
   0.0587681  -0.66500998  0.24068203  0.0176915   0.12216944  0.21081851
   0.46340829  0.24068203  0.78159267 -0.76969248 -0.60241164  1.74662448]]",{'f_20': ['<-0.8210033923387527']},{},{},{'f_20': ['<-0.822394609451294']},{'f_20': ['== -2.1148528884360096']},{'f_20': ['<-0.82481849193573']},"{'f_32': ['>-1.28'], 'f_35': ['>-0.57'], 'f_6': ['>-1.32'], 'f_30': ['<=0.46'], 'f_23': ['<=0.79'], 'f_10': ['>-1.15 ', ' <= 0.87'], 'f_31': ['<=0.24'], 'f_12': ['<=0.67'], 'f_15': ['<=0.23'], 'f_28': ['<=0.12'], 'f_34': ['<=1.66'], 'f_33': ['<=1.30'], 'f_11': ['<=0.34'], 'f_24': ['<=0.06'], 'f_4': ['<=0.71'], 'f_29': ['<=0.21'], 'f_21': ['<=0.50'], 'f_0': ['<=0.35'], 'f_16': ['<=0.18'], 'f_22': ['<=0.25'], 'f_25': ['<=1.50'], 'f_5': ['<=0.93'], 'f_17': ['<=1.48'], 'f_19': ['<=0.42']}"
kr-vs-kp,./data/numerical_only/balanced,"[[ 0.35461035  0.27519462  0.19751381  0.33472223  0.70793662  0.92519264
   0.75992934  0.52763624  0.78367175  0.66060918  0.87117353  0.34275723
  -1.49165185  0.06866949 -0.15348587  0.22652989  0.17691925 -0.67481361
   0.0905643   0.42142335 -2.11485289  0.50039108  0.24644839 -1.2718202
   0.0587681   1.50373684  0.24068203  0.0176915   0.12216944 -4.74341649
   0.46340829  0.24068203 -1.27943882 -0.76969248 -0.60241164 -0.57253291]]",{'f_20': ['<-0.8210033923387527']},{},{},{'f_20': ['<-0.8224770128726959']},{'f_20': ['== -2.1148528884360096']},{'f_20': ['<-0.834940105676651']},"{'f_9': ['>-1.51 ', ' <= 0.66'], 'f_34': ['<=-0.60'], 'f_6': ['>-1.32 ', ' <= 0.76'], 'f_35': ['<=-0.57'], 'f_5': ['>-1.08'], 'f_24': ['<=0.06'], 'f_2': ['<=0.20'], 'f_21': ['<=0.50'], 'f_22': ['<=0.25'], 'f_4': ['<=0.71'], 'f_1': ['<=0.28'], 'f_16': ['<=0.18'], 'f_10': ['<=0.87'], 'f_29': ['<=0.21'], 'f_7': ['<=0.53'], 'f_26': ['<=0.24'], 'f_23': ['<=0.79'], 'f_27': ['<=0.02'], 'f_17': ['<=1.48'], 'f_30': ['<=0.46'], 'f_11': ['<=0.34'], 'f_19': ['<=0.42']}"
